emp_no,last_name,first_name,birth_date,from_date,to_date,title
298339,Benzmuller,King,1965-01-11,1986-09-04,9999-01-01,Senior Engineer
298577,Litecky,Florina,1965-01-11,1985-12-02,9999-01-01,Staff
298953,Syang,Zita,1965-02-01,1998-12-29,9999-01-01,Staff
299346,Sichman,Fumitake,1965-01-09,1991-02-21,9999-01-01,Senior Staff
299580,Itzfeldt,Luisa,1965-01-21,1997-01-23,9999-01-01,Engineer
299718,Shobatake,Denny,1965-01-15,1997-06-22,9999-01-01,Staff
299737,Itzfeldt,Patricio,1965-02-01,1985-05-21,9999-01-01,Staff
400046,Christ,Hilari,1965-01-12,1996-10-07,9999-01-01,Senior Staff
400358,Jullig,Angus,1965-01-31,1989-04-13,9999-01-01,Senior Engineer
400683,Manders,Kamakshi,1965-01-28,1995-08-05,9999-01-01,Staff
400780,Asser,Poornachandra,1965-01-09,1993-11-07,9999-01-01,Engineer
400796,Halevi,Bodo,1965-01-10,1996-05-30,9999-01-01,Engineer
401154,Kragelund,Danae,1965-01-27,1987-05-20,9999-01-01,Senior Staff
401278,Schurmann,Oguz,1965-01-16,1986-11-11,9999-01-01,Engineer
401333,Shokrollahi,Martins,1965-01-30,1986-11-04,9999-01-01,Senior Engineer
401420,Uhrig,Florian,1965-01-06,1987-01-31,9999-01-01,Senior Staff
401574,Falco,Yannik,1965-01-13,1988-01-15,9999-01-01,Technique Leader
402025,Duclos,Shigehito,1965-01-20,1987-09-20,9999-01-01,Senior Engineer
402102,Granlund,Kersti,1965-01-21,1995-03-19,9999-01-01,Engineer
402664,Janetzko,Subhada,1965-01-04,1987-01-25,9999-01-01,Senior Engineer
402718,Rettelbach,Jeanna,1965-01-17,1990-02-14,9999-01-01,Engineer
402827,Pollacia,Weidon,1965-01-28,2002-03-24,9999-01-01,Senior Staff
403010,Sluis,Toshimitsu,1965-01-16,1985-02-18,9999-01-01,Senior Engineer
403621,Kaminger,Deborah,1965-01-07,1988-06-04,9999-01-01,Senior Staff
403644,Hainaut,Krisda,1965-01-19,1995-07-08,9999-01-01,Senior Staff
403954,Bratten,Jeanna,1965-01-10,1990-07-26,9999-01-01,Senior Engineer
404018,Babb,Valery,1965-01-11,1998-10-19,9999-01-01,Senior Engineer
404236,Kakkar,Zengping,1965-01-12,1988-07-22,9999-01-01,Engineer
404462,Setlzner,Anestis,1965-01-09,1985-07-13,9999-01-01,Engineer
404573,Spelt,Eberhardt,1965-01-31,1997-07-05,9999-01-01,Staff
404755,Junet,Manu,1965-01-13,1991-04-20,9999-01-01,Senior Staff
404788,Beausoleil,Basem,1965-01-16,1998-03-16,9999-01-01,Engineer
405015,Fargier,Morris,1965-01-02,1988-06-29,9999-01-01,Senior Staff
405063,Yurov,Yechezkel,1965-01-26,2001-11-16,9999-01-01,Senior Engineer
406125,Portugali,Georgi,1965-01-25,1987-09-27,9999-01-01,Technique Leader
406239,Tomescu,Marek,1965-01-09,1995-05-15,9999-01-01,Engineer
406564,Picco,Parviz,1965-01-25,1995-04-16,9999-01-01,Engineer
406714,Ossenbruggen,Malu,1965-02-01,1986-11-21,9999-01-01,Senior Staff
406847,Crouzet,Alexius,1965-01-24,1999-10-05,9999-01-01,Staff
407522,Raczkowsky,Tommaso,1965-01-25,1996-08-29,9999-01-01,Staff
407837,Erez,Fei,1965-02-01,1988-04-02,9999-01-01,Senior Engineer
408019,Chleq,Shridhar,1965-01-01,1986-03-22,9999-01-01,Senior Engineer
408114,Ladret,Geoffrey,1965-01-05,1994-01-03,9999-01-01,Engineer
408163,Sethi,Irene,1965-01-21,2000-08-12,9999-01-01,Senior Engineer
408417,Daescu,Tsz,1965-01-19,1994-09-28,9999-01-01,Staff
408437,Solares,Uno,1965-01-29,1994-09-22,9999-01-01,Senior Staff
408447,Werthner,Mayuri,1965-01-13,2001-02-20,9999-01-01,Senior Staff
408654,Cochrane,Yongqiao,1965-01-09,1986-10-27,9999-01-01,Staff
408953,Claffy,Jolita,1965-01-26,1993-12-24,9999-01-01,Senior Engineer
409391,Verspoor,Willard,1965-01-06,1999-02-28,9999-01-01,Engineer
409798,Tsunoo,Dekang,1965-01-15,1995-01-19,9999-01-01,Technique Leader
409805,Candan,Frazer,1965-01-15,1999-03-05,9999-01-01,Senior Engineer
409898,Ishibashi,Divier,1965-02-01,1989-09-22,9999-01-01,Engineer
410028,McClurg,Xiadong,1965-01-11,1985-09-17,9999-01-01,Staff
410372,Mitina,Duri,1965-01-08,1990-03-04,9999-01-01,Senior Engineer
410433,Riesenhuber,Kazuhisa,1965-01-19,1992-10-06,9999-01-01,Senior Engineer
410616,Kalorkoti,Gudjon,1965-01-18,1994-04-14,9999-01-01,Senior Engineer
410804,Denos,Ronnie,1965-01-17,1992-06-08,9999-01-01,Engineer
410881,Grabner,Koichi,1965-01-06,2000-04-05,9999-01-01,Senior Engineer
411070,Brandsma,Otmar,1965-01-29,1987-05-28,9999-01-01,Senior Engineer
411082,Cangellaris,Martine,1965-01-08,1992-04-28,9999-01-01,Engineer
411143,Barbanera,Goncalo,1965-01-08,1996-09-01,9999-01-01,Senior Staff
412404,Jeansoulin,Mitsuyuki,1965-01-15,1999-10-28,9999-01-01,Senior Engineer
412757,Peak,Leen,1965-01-03,1999-11-20,9999-01-01,Engineer
413098,Taubenfeld,Hsiangchu,1965-01-26,1993-04-17,9999-01-01,Senior Staff
413205,Prampolini,Mototsugu,1965-01-09,1988-06-12,9999-01-01,Senior Staff
413666,Duclos,Remco,1965-01-05,1988-04-18,9999-01-01,Staff
413729,Ernst,Harjit,1965-01-02,1992-04-26,9999-01-01,Technique Leader
413831,Grabner,Mohamadou,1965-01-09,1991-11-25,9999-01-01,Senior Staff
413832,Jahnichen,Marco,1965-01-24,1995-03-28,9999-01-01,Senior Staff
414027,Msuda,Tadanori,1965-01-31,1993-02-20,9999-01-01,Engineer
414091,Kuhnemann,Wuxu,1965-01-17,1997-08-19,9999-01-01,Engineer
414543,Anick,Bernd,1965-01-03,1988-11-19,9999-01-01,Senior Engineer
414551,Copas,Elliott,1965-01-22,1994-09-13,9999-01-01,Engineer
414662,Schneeberger,Ipke,1965-01-21,1985-09-20,9999-01-01,Engineer
414714,Delgrande,Chinho,1965-01-06,1996-11-07,9999-01-01,Senior Staff
414814,Wielonsky,Dayanand,1965-01-28,1999-02-28,9999-01-01,Staff
414897,Willoner,Juyoung,1965-01-17,1989-11-03,9999-01-01,Senior Staff
415187,Peltason,Juyoung,1965-01-03,1998-09-01,9999-01-01,Assistant Engineer
415338,Emmart,Shigeo,1965-01-22,1995-12-24,9999-01-01,Assistant Engineer
415363,Shackell,Conal,1965-01-19,1995-02-23,9999-01-01,Senior Staff
415563,Bierbaum,Mrinalini,1965-01-21,1986-03-12,9999-01-01,Engineer
416074,Lieberherr,Alain,1965-01-08,1987-05-11,9999-01-01,Engineer
416383,Itschner,Nectarios,1965-01-29,1990-03-02,9999-01-01,Senior Engineer
416420,Heemskerk,Adamantios,1965-01-22,1986-08-08,9999-01-01,Senior Staff
416492,Meriste,Kannan,1965-01-15,1992-08-12,9999-01-01,Senior Engineer
416660,Luke,Nathalie,1965-01-28,1987-09-16,9999-01-01,Engineer
416720,Xiaoshan,Tokuyasu,1965-01-14,1991-09-19,9999-01-01,Senior Engineer
416877,Orsini,Gio,1965-01-02,1988-12-07,9999-01-01,Staff
416892,Vandervoorde,Shooichi,1965-01-03,1996-08-16,9999-01-01,Engineer
417435,Zaumen,Bouchung,1965-01-03,1999-01-29,9999-01-01,Senior Staff
418239,Motley,Josyula,1965-01-03,1996-03-26,9999-01-01,Senior Engineer
418247,Oppitz,Oscar,1965-01-08,2002-07-27,9999-01-01,Senior Staff
418298,Pusterhofer,Arvin,1965-01-08,1995-03-02,9999-01-01,Senior Engineer
418309,Petereit,Danel,1965-01-24,1985-02-21,9999-01-01,Senior Engineer
418380,Gornas,Kazuhiko,1965-01-02,1993-05-20,9999-01-01,Senior Engineer
418566,Snedden,Kazuhide,1965-01-27,1996-06-14,9999-01-01,Senior Engineer
418606,Otillio,Michaela,1965-01-11,1994-01-05,9999-01-01,Engineer
418717,Magliocco,Arunachalam,1965-01-20,1987-12-23,9999-01-01,Staff
418860,Dalton,Ymte,1965-02-01,1992-11-22,9999-01-01,Staff
419099,Broomell,Heon,1965-01-15,1998-05-06,9999-01-01,Staff
419953,Orlowski,Ung,1965-01-29,1991-07-22,9999-01-01,Senior Staff
420086,Kitsuregawa,Susuma,1965-01-27,1985-05-28,9999-01-01,Engineer
420476,Bolsens,Mariangiola,1965-01-28,1985-06-15,9999-01-01,Senior Staff
420557,Eastman,Mabhin,1965-01-06,1989-08-02,9999-01-01,Senior Staff
420694,Barbanera,Frazer,1965-01-19,1986-11-04,9999-01-01,Senior Staff
420732,Morrin,Willard,1965-01-06,1996-05-27,9999-01-01,Staff
420759,Solovay,Raimond,1965-01-04,1997-10-03,9999-01-01,Staff
420765,Krider,Shawna,1965-01-17,1990-03-09,9999-01-01,Staff
420877,Erez,Khosrow,1965-01-29,1990-02-11,9999-01-01,Senior Staff
421022,Butner,Shigeaki,1965-01-26,1996-07-13,9999-01-01,Senior Staff
421033,Randt,Garnik,1965-01-14,1989-12-23,9999-01-01,Senior Staff
421074,Falster,Zhaofang,1965-01-07,1994-06-29,9999-01-01,Staff
421312,Bashian,Mariangiola,1965-01-13,1999-09-18,9999-01-01,Engineer
421384,Bednarek,Renny,1965-01-02,1987-06-01,9999-01-01,Senior Staff
421755,Thiria,Shichao,1965-01-03,1989-01-11,9999-01-01,Engineer
422146,Miara,Kenton,1965-01-08,2002-03-13,9999-01-01,Engineer
422783,Uhrig,Jagoda,1965-01-18,1995-09-01,9999-01-01,Engineer
423038,Strehl,Takushi,1965-01-20,1988-10-04,9999-01-01,Senior Staff
423204,Stranks,Uma,1965-01-08,1991-09-13,9999-01-01,Senior Staff
423208,Krone,Joydip,1965-01-19,1995-02-08,9999-01-01,Engineer
423214,Tetzlaff,Tsutomu,1965-01-31,1987-09-24,9999-01-01,Senior Staff
423327,Lichtman,Constantijn,1965-01-27,1994-06-26,9999-01-01,Staff
423350,Monarch,Heping,1965-01-04,1988-04-15,9999-01-01,Staff
423633,Tokunaga,Mariusz,1965-01-30,1985-02-11,9999-01-01,Senior Engineer
423993,Kolvik,Seshu,1965-01-01,1988-12-09,9999-01-01,Technique Leader
424569,Luff,Danco,1965-01-14,1997-10-30,9999-01-01,Engineer
424584,Dredge,Kagan,1965-02-01,1994-02-26,9999-01-01,Senior Engineer
424685,Veevers,Changho,1965-01-10,1997-03-03,9999-01-01,Senior Staff
424797,Itschner,Theron,1965-01-19,1985-05-16,9999-01-01,Senior Staff
424805,Zallocco,Jacqueline,1965-01-24,1987-12-17,9999-01-01,Staff
424930,Reeker,Xuejun,1965-01-19,1988-11-18,9999-01-01,Staff
424984,Waleschkowski,Vasilis,1965-01-11,1996-05-26,9999-01-01,Engineer
425437,Staudhammer,Moni,1965-01-03,1999-03-23,9999-01-01,Engineer
425535,Vieri,Alagu,1965-01-18,1986-08-23,9999-01-01,Staff
425540,Zumaque,Paddy,1965-01-03,1995-11-12,9999-01-01,Senior Staff
425757,Jiang,Yongdong,1965-01-18,1995-01-31,9999-01-01,Senior Staff
425780,Range,Paris,1965-01-15,1989-10-25,9999-01-01,Staff
425830,Conia,Guther,1965-01-30,1999-02-13,9999-01-01,Engineer
425875,Kroft,Jahangir,1965-01-19,1990-06-11,9999-01-01,Senior Staff
426153,Luce,Shahaf,1965-01-16,1999-04-06,9999-01-01,Senior Staff
426168,Mateescu,Kaijung,1965-01-10,1987-11-18,9999-01-01,Senior Staff
426228,Badache,Supot,1965-01-17,1996-08-17,9999-01-01,Engineer
426235,Rajala,Danco,1965-01-31,1991-03-29,9999-01-01,Staff
426644,Broomell,Zejun,1965-01-13,1995-01-19,9999-01-01,Engineer
426706,Kawashima,Karsten,1965-01-07,1994-03-15,9999-01-01,Senior Engineer
426795,Lunn,Huican,1965-01-07,1986-07-23,9999-01-01,Staff
426818,Fendler,Gaurav,1965-01-21,1992-02-15,9999-01-01,Senior Staff
426819,Kulisch,Sandeepan,1965-01-13,1997-05-16,9999-01-01,Engineer
426824,Mawatari,Gopalakrishnan,1965-01-25,1997-12-07,9999-01-01,Staff
426958,Viele,Weijing,1965-01-19,1985-10-03,9999-01-01,Senior Engineer
427313,Kemmerer,Utpal,1965-01-31,1986-12-04,9999-01-01,Senior Staff
427320,Ramamoorthy,Mamdouh,1965-01-13,2000-01-13,9999-01-01,Senior Engineer
427332,Hemaspaandra,Feiyu,1965-01-20,1995-06-04,9999-01-01,Staff
427571,Ranta,Torsten,1965-01-20,1995-07-03,9999-01-01,Engineer
427776,Navazio,Jaques,1965-01-25,1989-04-04,9999-01-01,Senior Staff
427805,Compeau,Haldun,1965-01-21,1997-10-15,9999-01-01,Senior Staff
427823,Gecsei,Jaques,1965-01-18,1999-07-13,9999-01-01,Staff
427852,Kieras,Adil,1965-01-02,1992-07-20,9999-01-01,Senior Engineer
428082,Alpin,Ronghao,1965-01-09,1991-09-11,9999-01-01,Senior Staff
428160,Kalorkoti,Jamaludin,1965-01-12,1998-09-06,9999-01-01,Staff
428195,Rosca,Hatsukazu,1965-01-11,1993-08-02,9999-01-01,Senior Staff
428219,Androutsos,Ghassan,1965-01-21,1987-12-26,9999-01-01,Senior Staff
428917,Billawala,Theron,1965-01-23,1989-02-17,9999-01-01,Assistant Engineer
429087,Senzako,Hugh,1965-01-27,1992-10-15,9999-01-01,Technique Leader
429231,Schmiedel,Kazuyasu,1965-01-09,1985-09-07,9999-01-01,Staff
429238,Luck,Mona,1965-01-29,1989-05-11,9999-01-01,Senior Staff
429249,Wolniewicz,Alassane,1965-01-28,1993-11-09,9999-01-01,Engineer
429316,Hiraishi,Seshu,1965-01-08,1994-08-10,9999-01-01,Staff
429381,Roohalamini,Limsoon,1965-01-06,1986-11-26,9999-01-01,Senior Staff
429481,Emmerich,Subhada,1965-01-09,1996-03-06,9999-01-01,Engineer
429520,Francisci,Yongqiao,1965-01-06,1999-12-01,9999-01-01,Engineer
429532,Vendrig,Bartek,1965-01-25,1992-06-06,9999-01-01,Staff
429569,Chappelet,Fumiya,1965-01-03,1992-09-03,9999-01-01,Engineer
429703,Honglei,Ung,1965-01-06,1986-09-02,9999-01-01,Staff
429899,Marsiglia,Ranan,1965-01-30,1999-08-13,9999-01-01,Staff
429954,Gladwell,Renny,1965-01-26,1999-02-27,9999-01-01,Staff
430054,Setiz,Erzsebet,1965-01-22,1993-06-10,9999-01-01,Senior Engineer
430558,Roisin,Xiong,1965-01-07,1988-03-01,9999-01-01,Engineer
430593,Lanzelotte,Janalee,1965-01-19,1997-12-01,9999-01-01,Senior Staff
430631,Marsiglia,Kersti,1965-01-17,1994-02-19,9999-01-01,Engineer
430891,Gien,Khalil,1965-01-06,1991-08-06,9999-01-01,Senior Engineer
431576,Back,Masamitsu,1965-01-06,1993-04-12,9999-01-01,Senior Staff
431657,Thiran,Visit,1965-01-31,1986-11-14,9999-01-01,Engineer
431882,Varman,Hideo,1965-01-21,1997-06-19,9999-01-01,Engineer
431887,Ranst,Poorav,1965-01-05,1996-06-01,9999-01-01,Senior Engineer
432031,Matzat,Adamantios,1965-01-11,1987-03-01,9999-01-01,Senior Staff
432034,Uehara,Arfst,1965-01-24,1994-07-10,9999-01-01,Senior Staff
432121,Straney,Alair,1965-01-06,1986-11-15,9999-01-01,Senior Staff
432257,Hiltgen,Kwangjo,1965-01-20,1998-12-22,9999-01-01,Engineer
432261,Bergere,Arve,1965-01-30,1987-07-28,9999-01-01,Senior Engineer
432399,Nollmann,Nitsan,1965-01-19,1993-09-29,9999-01-01,Senior Engineer
432523,Maquelin,Takahiro,1965-01-21,1997-07-21,9999-01-01,Engineer
432665,Driscoll,Flemming,1965-01-02,1994-05-28,9999-01-01,Engineer
432787,Ibel,Toshiko,1965-01-16,1996-11-23,9999-01-01,Senior Engineer
432956,Birrer,Qunsheng,1965-01-25,1986-05-13,9999-01-01,Senior Staff
433059,Montresor,Bojan,1965-01-02,1995-02-04,9999-01-01,Staff
433157,Serna,Tomofumi,1965-01-16,1999-10-23,9999-01-01,Staff
433260,Olivero,Make,1965-02-01,1991-06-01,9999-01-01,Engineer
433438,Miyakawa,Keiichiro,1965-01-06,1993-09-12,9999-01-01,Senior Staff
434845,Skogmar,Takushi,1965-01-11,1985-06-07,9999-01-01,Senior Staff
434936,Rosis,Sahrah,1965-01-15,1994-06-24,9999-01-01,Engineer
435042,Borstler,Brigham,1965-01-10,1995-10-09,9999-01-01,Staff
435060,Lieblein,Moie,1965-01-16,1996-07-12,9999-01-01,Staff
435181,Fiutem,Kazuhide,1965-01-16,1992-05-10,9999-01-01,Senior Staff
435289,Schurmann,Feixiong,1965-01-04,1987-02-15,9999-01-01,Senior Staff
435305,Pramanik,Berthier,1965-01-21,1993-01-23,9999-01-01,Staff
435370,Basart,Conal,1965-01-16,1991-05-17,9999-01-01,Senior Staff
435588,Pepe,Genta,1965-01-29,1994-04-12,9999-01-01,Senior Staff
435602,Kranzdorf,Dietrich,1965-01-29,1992-10-04,9999-01-01,Staff
435774,Bharadwaj,Olivera,1965-01-09,1992-04-01,9999-01-01,Senior Staff
435791,Speer,Hercules,1965-01-07,1994-03-07,9999-01-01,Engineer
436558,Greibach,Subir,1965-01-08,1992-05-24,9999-01-01,Senior Engineer
436797,Henders,Ohad,1965-01-24,1990-11-03,9999-01-01,Staff
436827,Limongiello,Wojceich,1965-01-30,1988-03-10,9999-01-01,Senior Staff
436915,Haraldson,Feixiong,1965-01-13,1998-10-11,9999-01-01,Staff
437276,DeMori,Dines,1965-01-17,1987-12-07,9999-01-01,Staff
437369,Biran,Kazuhide,1965-02-01,1995-01-25,9999-01-01,Senior Staff
437395,Thambidurai,Sumant,1965-01-21,1996-08-24,9999-01-01,Senior Staff
437724,Luft,Erez,1965-01-17,1994-12-14,9999-01-01,Staff
437870,Lorho,Kerhong,1965-01-07,2001-03-17,9999-01-01,Staff
438038,Giaccio,Lena,1965-01-01,2001-10-03,9999-01-01,Senior Staff
438264,Barreiro,Rasikan,1965-01-19,1991-09-27,9999-01-01,Staff
438557,Swist,Lidong,1965-01-30,1999-09-16,9999-01-01,Engineer
439377,Plessier,Mari,1965-01-28,1997-07-04,9999-01-01,Senior Engineer
439905,Levasseur,Kousuke,1965-01-03,1990-03-16,9999-01-01,Staff
439924,Kisuki,Gunilla,1965-01-30,1994-08-14,9999-01-01,Senior Staff
440325,Sullins,Douadi,1965-01-10,1999-09-25,9999-01-01,Senior Staff
440435,Rosti,Sandeepan,1965-01-03,1991-11-26,9999-01-01,Senior Engineer
440450,Scharstein,Tzvetan,1965-01-16,1994-06-16,9999-01-01,Senior Staff
440642,Kalsbeek,Snehasis,1965-01-14,1988-01-06,9999-01-01,Senior Staff
440870,Hasham,Filipp,1965-01-01,1996-10-14,9999-01-01,Staff
440937,Usery,Fabrizio,1965-01-18,1992-10-13,9999-01-01,Staff
441197,Legleitner,Miquel,1965-01-18,1985-06-28,9999-01-01,Staff
441536,Collette,Chinho,1965-01-10,1995-10-09,9999-01-01,Senior Engineer
441954,Marchegay,Leszek,1965-01-03,1999-06-13,9999-01-01,Engineer
441965,Heijenga,Claudi,1965-01-12,1988-08-30,9999-01-01,Senior Staff
442002,Baig,Ravishankar,1965-01-03,1992-03-17,9999-01-01,Senior Staff
442096,DiGiano,Martijn,1965-01-15,1990-06-15,9999-01-01,Senior Engineer
442312,Cusworth,Zengping,1965-01-05,1991-06-07,9999-01-01,Senior Engineer
442490,Luke,Navid,1965-01-08,1994-10-17,9999-01-01,Engineer
442653,Hebden,Mona,1965-01-04,1995-10-20,9999-01-01,Engineer
442700,Masada,Siddarth,1965-01-06,1997-08-11,9999-01-01,Staff
442898,Gire,Aksel,1965-01-07,1999-06-27,9999-01-01,Engineer
443108,Atrawala,Christfried,1965-01-14,1998-11-29,9999-01-01,Senior Staff
443485,Klerer,Marke,1965-01-23,1990-04-14,9999-01-01,Senior Staff
443841,Kading,Shaw,1965-01-08,1992-07-16,9999-01-01,Staff
443873,Ramsay,Vatsa,1965-01-20,2000-06-16,9999-01-01,Senior Staff
444070,Skrikant,Heping,1965-01-15,1990-11-27,9999-01-01,Senior Staff
444099,Worfolk,Kousuke,1965-01-28,1988-03-22,9999-01-01,Senior Staff
444208,Cesareni,Irena,1965-01-27,1985-10-30,9999-01-01,Senior Staff
444465,Bultermann,Prasadram,1965-01-13,1998-10-25,9999-01-01,Senior Engineer
444487,Rullman,Udi,1965-01-03,1994-04-09,9999-01-01,Senior Engineer
444643,Schonegge,Berna,1965-01-18,1998-06-28,9999-01-01,Staff
445067,Kawashima,Eldridge,1965-01-28,1990-02-27,9999-01-01,Engineer
445152,Peac,Heping,1965-01-09,1985-03-20,9999-01-01,Senior Staff
445226,Baumann,Oscar,1965-01-01,1987-01-22,9999-01-01,Senior Engineer
445570,Nations,Van,1965-01-25,1986-08-11,9999-01-01,Technique Leader
445723,Roison,Gaurav,1965-01-31,1991-07-12,9999-01-01,Senior Staff
445941,Dechter,Masako,1965-01-11,1985-09-25,9999-01-01,Technique Leader
445950,Valtorta,Ebru,1965-01-23,1992-12-09,9999-01-01,Engineer
446121,Cochrane,Fay,1965-01-11,1999-12-13,9999-01-01,Staff
446306,Kabayashi,Hercules,1965-01-22,1991-06-10,9999-01-01,Senior Engineer
446424,Nooteboom,DAIDA,1965-01-16,1985-11-24,9999-01-01,Senior Engineer
446897,Dalton,Takahiro,1965-01-22,1992-09-30,9999-01-01,Technique Leader
446959,Passino,Aram,1965-01-29,1995-01-28,9999-01-01,Senior Engineer
447018,Miara,Dannz,1965-01-17,1992-12-04,9999-01-01,Senior Engineer
447135,Rouquie,Gennady,1965-01-31,1989-08-24,9999-01-01,Senior Staff
447232,Schaaf,Aleksander,1965-01-22,2000-01-10,9999-01-01,Senior Staff
447376,Zongker,Kirk,1965-01-07,1999-12-10,9999-01-01,Staff
447544,Kakkad,Stabislas,1965-01-22,1989-02-19,9999-01-01,Senior Staff
447613,Restivo,Paris,1965-01-15,1986-11-21,9999-01-01,Engineer
447877,Heuser,Make,1965-01-13,1988-07-02,9999-01-01,Senior Engineer
447931,Jeong,Martijn,1965-01-11,1990-12-14,9999-01-01,Senior Staff
447966,Hebert,Kamakshi,1965-01-05,1997-01-17,9999-01-01,Engineer
447982,Baezner,Shiv,1965-01-25,1990-12-17,9999-01-01,Engineer
447999,Vilarrasa,Shiv,1965-01-05,1990-08-01,9999-01-01,Engineer
448769,Dichev,Mong,1965-01-18,1997-10-11,9999-01-01,Technique Leader
448900,Talmor,Mart,1965-01-16,1999-05-11,9999-01-01,Staff
448918,Arlazarov,Chiradeep,1965-01-23,1989-10-06,9999-01-01,Engineer
448994,Syang,Haldun,1965-01-12,1997-02-11,9999-01-01,Staff
449189,Bernatsky,Jahangir,1965-01-30,1995-09-30,9999-01-01,Senior Staff
449815,Quittner,Fumitaka,1965-01-27,1988-04-20,9999-01-01,Staff
449984,Perin,Hinrich,1965-02-01,1985-11-20,9999-01-01,Engineer
450184,Henseler,Selwyn,1965-01-11,1993-03-09,9999-01-01,Senior Engineer
450255,Waymire,Udo,1965-01-31,1986-06-14,9999-01-01,Technique Leader
450309,Orlowska,Gill,1965-01-08,1986-12-25,9999-01-01,Technique Leader
450475,Bahl,Saeed,1965-01-21,1991-01-29,9999-01-01,Senior Staff
450817,Frolund,DAIDA,1965-01-10,1987-07-17,9999-01-01,Engineer
450888,Rande,Sedat,1965-01-03,1995-03-25,9999-01-01,Senior Staff
450934,Raoux,Chanjung,1965-01-23,1992-05-25,9999-01-01,Engineer
450936,Ponthieu,Yuriy,1965-01-18,1991-12-11,9999-01-01,Staff
451253,Ozeri,Jaihie,1965-01-15,1991-06-21,9999-01-01,Senior Staff
451272,Krohm,Jacopo,1965-01-02,1991-04-24,9999-01-01,Senior Engineer
451275,Isard,Bedrich,1965-01-25,1986-06-07,9999-01-01,Senior Staff
451333,Bonifati,Radhika,1965-01-15,1995-03-11,9999-01-01,Senior Staff
452137,Miake,Subir,1965-01-15,1999-01-09,9999-01-01,Senior Engineer
452206,Esposito,Arra,1965-01-22,1994-11-03,9999-01-01,Staff
452325,Berstel,Taiji,1965-01-14,1996-12-02,9999-01-01,Senior Engineer
452347,Brattka,Shigeichiro,1965-01-07,1996-07-13,9999-01-01,Staff
452365,Gadepally,Fei,1965-01-05,1988-11-13,9999-01-01,Engineer
452956,Thombley,Gou,1965-01-17,1990-11-07,9999-01-01,Senior Engineer
452957,Nanard,Alair,1965-01-03,1996-02-10,9999-01-01,Staff
452982,Aloia,Lobel,1965-01-29,1994-12-29,9999-01-01,Senior Staff
453070,Rosenbaum,Aran,1965-01-06,1991-04-25,9999-01-01,Staff
453154,Lally,Gao,1965-01-03,1996-03-01,9999-01-01,Staff
453644,Takkinen,Berni,1965-01-07,1992-06-08,9999-01-01,Senior Staff
453688,Leslie,Chinya,1965-01-24,1995-10-28,9999-01-01,Engineer
453723,Kohling,Arne,1965-01-15,1985-12-13,9999-01-01,Senior Engineer
453760,Rajala,Ewing,1965-01-13,1996-06-21,9999-01-01,Staff
453790,Keirsey,Fai,1965-01-11,1994-10-12,9999-01-01,Engineer
453913,Perng,Stein,1965-01-23,1993-04-29,9999-01-01,Staff
454338,Georg,Mohammed,1965-01-24,1998-08-03,9999-01-01,Engineer
454378,Ossenbruggen,Gina,1965-01-06,1998-01-03,9999-01-01,Technique Leader
454736,Ermel,Nechama,1965-01-24,1995-06-05,9999-01-01,Engineer
454791,Pietracaprina,Xiaoqiu,1965-01-22,1994-07-09,9999-01-01,Senior Engineer
454825,Schusler,Kamakshi,1965-01-02,1995-05-25,9999-01-01,Senior Engineer
454994,Picht,Mohan,1965-01-01,1991-02-24,9999-01-01,Engineer
455175,Zaumen,Soenke,1965-01-14,1992-02-22,9999-01-01,Senior Staff
455284,Baig,Luisa,1965-01-09,1996-07-12,9999-01-01,Engineer
455726,Kriebel,Qiwen,1965-01-08,1987-12-13,9999-01-01,Staff
455814,DuCasse,Giao,1965-01-28,1991-07-19,9999-01-01,Engineer
455914,Angelopoulos,Peer,1965-01-01,1989-07-23,9999-01-01,Senior Engineer
456767,Schreiter,Tetsurou,1965-01-24,1987-07-17,9999-01-01,Senior Staff
456982,Dratva,Shounak,1965-01-07,1989-01-05,9999-01-01,Engineer
457070,Plavsic,Gay,1965-01-25,1987-08-06,9999-01-01,Senior Staff
457146,Heyers,Jinpo,1965-01-20,1999-01-07,9999-01-01,Staff
457305,Lakshmanan,Sorina,1965-01-15,1994-09-03,9999-01-01,Staff
457337,Beidas,Xumin,1965-01-31,1995-04-27,9999-01-01,Technique Leader
457411,Peck,Xudong,1965-01-13,1988-04-18,9999-01-01,Senior Engineer
457489,Ranst,Berna,1965-01-24,1985-05-14,9999-01-01,Engineer
457611,Krogh,Indrajit,1965-01-09,1998-09-18,9999-01-01,Engineer
457776,Siepmann,Florian,1965-01-15,1987-12-21,9999-01-01,Senior Engineer
457813,Gargeya,Foong,1965-01-28,1992-01-24,9999-01-01,Senior Engineer
457832,Zielinski,Jackson,1965-02-01,1997-09-12,9999-01-01,Senior Engineer
457938,Picco,Arch,1965-01-14,1997-10-22,9999-01-01,Senior Staff
458111,Tramer,Florian,1965-01-23,1999-11-07,9999-01-01,Engineer
458134,Standera,Thanasis,1965-01-11,1985-03-20,9999-01-01,Staff
458191,Atchley,George,1965-01-28,1997-07-02,9999-01-01,Staff
458383,Foote,Mabhin,1965-01-06,1999-04-23,9999-01-01,Engineer
458726,Kitai,Shahaf,1965-01-13,1986-12-26,9999-01-01,Senior Staff
458790,Azadmanesh,Ramya,1965-01-17,1988-11-19,9999-01-01,Engineer
